City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
493,Carros,FR,43.7894,7.184,55.31,58,0,4.61,clear sky
494,Half Moon Bay,US,57.0531,-135.33,37.29,93,75,4.61,mist
495,Ust-Nera,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
496,Zhigansk,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
497,Maues,BR,-8.2578,-49.2647,85.3,67,16,5.64,moderate rain
498,Japura,BR,-8.2578,-49.2647,85.3,67,16,5.64,moderate rain
499,Sao Desiderio,BR,-8.2578,-49.2647,85.3,67,16,5.64,moderate rain
500,Haines Junction,CA,70.4692,-68.5914,-18.17,69,100,5.75,light snow
501,Banjar,ID,-3.8004,102.2655,75.9,90,99,4.27,overcast clouds
502,Artyk,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
503,Sarkand,KZ,50.4111,80.2275,-6.79,92,10,1.45,clear sky
504,Mount Gambier,AU,-42.7826,147.0587,53.74,72,55,1.01,broken clouds
505,Castelo Do Piaui,BR,-8.2578,-49.2647,85.3,67,16,5.64,moderate rain
506,Manono,CD,-7.3,27.4167,69.55,95,100,2.46,overcast clouds
507,Shelui,TZ,-7.9139,39.6668,81.46,79,100,11.07,overcast clouds
508,Pangai,TO,-21.2,-175.2,84.36,79,40,5.75,scattered clouds
509,Tumannyy,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
510,Ziway,ET,7.1333,40.7,63.23,27,99,6.62,overcast clouds
511,Tandalti,SS,8.5332,28.1004,79.56,20,41,2.89,scattered clouds
512,Resistencia,AR,-51.6226,-69.2181,62.65,55,75,20.71,broken clouds
513,Biak,ID,-3.8004,102.2655,75.9,90,99,4.27,overcast clouds
514,Nuuk,GL,69.2167,-51.1,1.42,60,20,29.93,few clouds
515,Kudahuvadhoo,MV,-0.6,73.0833,82.13,70,81,6.62,broken clouds
516,Atasu,KZ,50.4111,80.2275,-6.79,92,10,1.45,clear sky
517,Yar-Sale,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
518,Marsa Matruh,EG,26.7292,33.9365,64.89,50,3,6.02,clear sky
519,Miracema Do Tocantins,BR,-8.2578,-49.2647,85.3,67,16,5.64,moderate rain
520,Kashan,IR,25.2919,60.643,70.7,34,0,7.29,clear sky
521,Pavilosta,LV,56.8879,21.1859,30.11,70,100,12.33,overcast clouds
522,Hervey Bay,AU,-42.7826,147.0587,53.74,72,55,1.01,broken clouds
523,Pont-A-Mousson,FR,43.7894,7.184,55.31,58,0,4.61,clear sky
524,Baykit,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
525,Diffa,NE,18.6853,12.9164,63.75,16,0,7.47,clear sky
526,Zeya,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
527,Wiarton,CA,70.4692,-68.5914,-18.17,69,100,5.75,light snow
528,Caravelas,BR,-8.2578,-49.2647,85.3,67,16,5.64,moderate rain
529,Mayo,CA,70.4692,-68.5914,-18.17,69,100,5.75,light snow
530,Urucara,BR,-8.2578,-49.2647,85.3,67,16,5.64,moderate rain
531,Colombo,LK,6.1241,81.1185,73.08,83,8,12.08,clear sky
532,Sento Se,BR,-8.2578,-49.2647,85.3,67,16,5.64,moderate rain
533,Iowa City,US,57.0531,-135.33,37.29,93,75,4.61,mist
534,Nakhon Ratchasima,TH,9.5357,99.9357,81.43,76,57,12.8,broken clouds
535,Hagen,DE,51.35,7.4667,47.82,85,100,4.32,overcast clouds
536,Warrenton,ZA,-34.5322,20.0403,70.92,68,46,8.05,scattered clouds
537,Formoso Do Araguaia,BR,-8.2578,-49.2647,85.3,67,16,5.64,moderate rain
538,Klyuchi,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
539,Montepuez,MZ,-25.0269,33.0989,75.43,80,1,7.63,clear sky
540,Luanda,AO,-15.1961,12.1522,73.83,69,76,11.39,broken clouds
541,Nabire,ID,-3.8004,102.2655,75.9,90,99,4.27,overcast clouds
542,Agropoli,IT,38.685,16.5499,48.15,73,0,13.04,clear sky
543,Namtsy,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
544,Kuraymah,SD,18.55,31.85,66.67,15,2,6.89,clear sky
545,Verkhoyansk,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
546,Bisho,ZA,-34.5322,20.0403,70.92,68,46,8.05,scattered clouds
547,Turayf,SA,31.6725,38.6637,48.45,49,0,20.71,clear sky
548,Lavrentiya,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
549,Dafeng,CN,38.9342,100.4517,22.21,36,70,9.1,broken clouds
550,Salalah,OM,22.5667,59.5289,73.15,53,3,17.63,clear sky
551,Jibuti,DJ,11.5,42.5,74.62,73,29,13.44,scattered clouds
552,Kuching,MY,3.1667,113.0333,73.81,100,20,3.44,few clouds
553,Gallup,US,57.0531,-135.33,37.29,93,75,4.61,mist
554,Paamiut,GL,69.2167,-51.1,1.42,60,20,29.93,few clouds
555,Grand River South East,MU,-20.5167,57.5167,80.98,89,75,29.93,shower rain
556,Changli,CN,38.9342,100.4517,22.21,36,70,9.1,broken clouds
557,Wattegama,LK,6.1241,81.1185,73.08,83,8,12.08,clear sky
558,Manzhouli,CN,38.9342,100.4517,22.21,36,70,9.1,broken clouds
559,Luoyang,CN,38.9342,100.4517,22.21,36,70,9.1,broken clouds
560,Shahreza,IR,25.2919,60.643,70.7,34,0,7.29,clear sky
561,Udachnyy,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
562,Tyup,KG,42.7276,78.3648,18.41,78,100,4.7,overcast clouds
563,Nova Vicosa,BR,-8.2578,-49.2647,85.3,67,16,5.64,moderate rain
564,Wenling,CN,38.9342,100.4517,22.21,36,70,9.1,broken clouds
565,Alice Town,BS,26.5412,-77.0636,72.3,56,16,18.84,few clouds
566,Mangan,IN,17.1667,75.9667,76.33,28,6,8.08,clear sky
567,Grootfontein,NA,-26.6481,15.1594,67.73,80,61,0.83,broken clouds
568,Okhotsk,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
569,Saint-Joseph,RE,-21.3585,55.7679,80.19,93,100,31.65,moderate rain
570,Makakilo City,US,57.0531,-135.33,37.29,93,75,4.61,mist
571,Ust-Maya,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
572,Pisco,PE,-5.0892,-81.1144,84.76,65,5,16.2,clear sky
573,Rockhampton,AU,-42.7826,147.0587,53.74,72,55,1.01,broken clouds
574,Kedougou,SN,15.6064,-13.3211,85.55,10,93,10.83,overcast clouds
575,Boffa,GN,10.1667,-14.0333,78.51,80,55,5.88,broken clouds
576,Fram,PY,-21.0415,-57.8738,94.24,39,74,10.71,broken clouds
577,Teltow,DE,51.35,7.4667,47.82,85,100,4.32,overcast clouds
578,Milici,BA,45.0978,17.525,39.45,79,35,4.14,scattered clouds
579,Ucluelet,CA,70.4692,-68.5914,-18.17,69,100,5.75,light snow
580,Sungai Besar,MY,3.1667,113.0333,73.81,100,20,3.44,few clouds
581,Gangoh,IN,17.1667,75.9667,76.33,28,6,8.08,clear sky
582,Chistoye,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
583,Qaqortoq,GL,69.2167,-51.1,1.42,60,20,29.93,few clouds
584,Sinop,TR,37.8402,29.0698,49.05,95,100,5.93,overcast clouds
585,Mahmudabad,IN,17.1667,75.9667,76.33,28,6,8.08,clear sky
586,Asfi,MA,32.2994,-9.2372,63.32,58,100,9.78,overcast clouds
587,Alakurtti,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
588,Ritchie,ZA,-34.5322,20.0403,70.92,68,46,8.05,scattered clouds
589,Antropovo,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
590,Saint-Francois,FR,46.4154,3.9054,45.84,88,100,3.44,overcast clouds
591,Flinders,AU,-42.7826,147.0587,53.74,72,55,1.01,broken clouds
592,Tete,MZ,-25.0269,33.0989,75.43,80,1,7.63,clear sky
593,Broome,AU,-42.7826,147.0587,53.74,72,55,1.01,broken clouds
594,Hay River,CA,70.4692,-68.5914,-18.17,69,100,5.75,light snow
595,Torbat-E Jam,IR,25.2919,60.643,70.7,34,0,7.29,clear sky
596,Acopiara,BR,-8.2578,-49.2647,85.3,67,16,5.64,moderate rain
597,Vao,NC,-21.5667,165.4833,75.76,82,66,1.81,broken clouds
598,Forestville,CA,70.4692,-68.5914,-18.17,69,100,5.75,light snow
599,Hasaki,JP,28.3667,129.4833,57.49,91,100,13.0,overcast clouds
600,Usevya,TZ,-7.9139,39.6668,81.46,79,100,11.07,overcast clouds
601,Sogdiondon,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
602,Zaysan,KZ,50.4111,80.2275,-6.79,92,10,1.45,clear sky
603,Salta,AR,-51.6226,-69.2181,62.65,55,75,20.71,broken clouds
604,Caruray,PH,13.7796,124.39,76.96,89,100,13.4,overcast clouds
605,Kazachinskoye,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
606,Mersing,MY,3.1667,113.0333,73.81,100,20,3.44,few clouds
607,Noumea,NC,-21.5667,165.4833,75.76,82,66,1.81,broken clouds
608,Amapa,BR,-8.2578,-49.2647,85.3,67,16,5.64,moderate rain
609,Ende,ID,-3.8004,102.2655,75.9,90,99,4.27,overcast clouds
610,Tuatapere,NZ,-46.2817,169.8464,55.85,95,100,6.78,light rain
611,Piste,MX,22.8909,-109.9124,78.62,44,20,3.0,few clouds
612,Nizhniy Tsasuchey,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
613,Lachhmangarh,IN,17.1667,75.9667,76.33,28,6,8.08,clear sky
614,Narsaq,GL,69.2167,-51.1,1.42,60,20,29.93,few clouds
615,Sukhobuzimskoye,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
616,Obo,CF,3.8678,17.9892,76.03,22,79,2.51,broken clouds
617,Gharghoda,IN,17.1667,75.9667,76.33,28,6,8.08,clear sky
618,Kualakapuas,ID,-3.8004,102.2655,75.9,90,99,4.27,overcast clouds
619,College,US,57.0531,-135.33,37.29,93,75,4.61,mist
620,Lamu,KE,-2.2717,40.902,80.82,88,100,10.89,overcast clouds
621,Whitehorse,CA,70.4692,-68.5914,-18.17,69,100,5.75,light snow
622,Maragogi,BR,-8.2578,-49.2647,85.3,67,16,5.64,moderate rain
623,Madimba,TZ,-7.9139,39.6668,81.46,79,100,11.07,overcast clouds
624,Washougal,US,57.0531,-135.33,37.29,93,75,4.61,mist
625,Chapada Dos Guimaraes,BR,-8.2578,-49.2647,85.3,67,16,5.64,moderate rain
626,Karauzyak,RU,47.8123,38.9073,38.23,100,100,9.04,overcast clouds
627,Campbell River,CA,70.4692,-68.5914,-18.17,69,100,5.75,light snow
628,Petropavlovsk-Kamchatskiy,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
629,Bury Saint Edmunds,GB,50.9188,-1.4904,50.07,79,75,1.99,broken clouds
630,Kyabe,SA,18.3851,42.4509,57.72,72,9,0.6,clear sky
631,Todos Santos,MX,22.8909,-109.9124,78.62,44,20,3.0,few clouds
632,Derzhavinsk,KZ,50.4111,80.2275,-6.79,92,10,1.45,clear sky
633,Lazaro Cardenas,MX,22.8909,-109.9124,78.62,44,20,3.0,few clouds
634,East Stroudsburg,US,57.0531,-135.33,37.29,93,75,4.61,mist
635,Oranjemund,NA,-26.6481,15.1594,67.73,80,61,0.83,broken clouds
636,Cuyo,PH,13.7796,124.39,76.96,89,100,13.4,overcast clouds
637,Aporawan,PH,13.7796,124.39,76.96,89,100,13.4,overcast clouds
638,Tahta,EG,26.7292,33.9365,64.89,50,3,6.02,clear sky
639,Esfahan,IR,25.2919,60.643,70.7,34,0,7.29,clear sky
640,Paka,MY,3.1667,113.0333,73.81,100,20,3.44,few clouds
641,Richards Bay,ZA,-34.5322,20.0403,70.92,68,46,8.05,scattered clouds
642,Brandon,CA,70.4692,-68.5914,-18.17,69,100,5.75,light snow
643,Berdigestyakh,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
644,Dzerzhinsk,RU,56.2389,43.4631,21.02,86,75,4.47,broken clouds
645,Araouane,ML,20.1986,1.0114,65.35,12,0,8.19,clear sky
646,Bolungarvik,IS,63.4427,-20.2734,29.39,93,100,20.71,overcast clouds
647,Alamos,MX,22.8909,-109.9124,78.62,44,20,3.0,few clouds
648,Bend,US,57.0531,-135.33,37.29,93,75,4.61,mist
649,Great Falls,US,57.0531,-135.33,37.29,93,75,4.61,mist
650,Tairua,NZ,-46.2817,169.8464,55.85,95,100,6.78,light rain
651,Manadhoo,MV,-0.6,73.0833,82.13,70,81,6.62,broken clouds
652,Pakokku,MM,22.9167,96.5,47.59,64,0,1.99,clear sky
653,Glamoc,BA,45.0978,17.525,39.45,79,35,4.14,scattered clouds
654,Ulladulla,AU,-42.7826,147.0587,53.74,72,55,1.01,broken clouds
655,Vallenar,CL,-53.15,-70.9167,51.82,87,75,10.36,light rain
656,Kuche,CN,38.9342,100.4517,22.21,36,70,9.1,broken clouds
657,Gasa,BT,27.0721,90.1096,44.94,90,65,4.36,broken clouds
658,Sao Miguel Do Araguaia,BR,-8.2578,-49.2647,85.3,67,16,5.64,moderate rain
659,Moroni,KM,-11.7022,43.2551,79.59,79,56,1.88,broken clouds
660,Baghdad,IQ,33.3406,44.4009,46.31,71,0,3.44,clear sky
661,Tabiauea,KI,3.0707,172.7902,80.73,81,41,17.83,moderate rain
662,Taldan,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
663,Sioux Lookout,CA,70.4692,-68.5914,-18.17,69,100,5.75,light snow
664,Scottsburgh,ZA,-34.5322,20.0403,70.92,68,46,8.05,scattered clouds
665,Houma,US,57.0531,-135.33,37.29,93,75,4.61,mist
666,Sola,VU,-13.8833,167.55,81.45,78,98,9.08,overcast clouds
667,Gobabis,NA,-26.6481,15.1594,67.73,80,61,0.83,broken clouds
668,Vardo,NO,70.0311,20.9714,14.0,70,16,19.71,few clouds
669,Honiara,PT,40.1629,-8.3327,52.05,69,91,0.27,overcast clouds
670,Bakal,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
671,Djougou,BJ,9.7085,1.666,77.23,12,36,4.94,scattered clouds
672,Zhanaozen,KZ,50.4111,80.2275,-6.79,92,10,1.45,clear sky
673,Camapua,BR,-8.2578,-49.2647,85.3,67,16,5.64,moderate rain
674,Santo Angelo,BR,-8.2578,-49.2647,85.3,67,16,5.64,moderate rain
675,Redmond,US,57.0531,-135.33,37.29,93,75,4.61,mist
676,Dhidhdhoo,MV,-0.6,73.0833,82.13,70,81,6.62,broken clouds
677,Kirksville,US,57.0531,-135.33,37.29,93,75,4.61,mist
678,Bubaque,GW,11.2833,-15.8333,77.99,86,8,17.07,clear sky
679,Quzhou,CN,38.9342,100.4517,22.21,36,70,9.1,broken clouds
680,Mount Isa,AU,-42.7826,147.0587,53.74,72,55,1.01,broken clouds
681,Saint-Paul,RE,-21.3585,55.7679,80.19,93,100,31.65,moderate rain
682,Tateyama,JP,28.3667,129.4833,57.49,91,100,13.0,overcast clouds
683,Mandalgarh,IN,17.1667,75.9667,76.33,28,6,8.08,clear sky
684,Pacifica,US,57.0531,-135.33,37.29,93,75,4.61,mist
685,Esil,KZ,50.4111,80.2275,-6.79,92,10,1.45,clear sky
686,Fukue,JP,28.3667,129.4833,57.49,91,100,13.0,overcast clouds
687,Kikwit,CD,-7.3,27.4167,69.55,95,100,2.46,overcast clouds
688,Gazimurskiy Zavod,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
689,Pontianak,ID,-3.8004,102.2655,75.9,90,99,4.27,overcast clouds
690,Malartic,CA,70.4692,-68.5914,-18.17,69,100,5.75,light snow
691,Harper,LR,4.375,-7.7169,79.36,78,82,8.19,broken clouds
692,Betare Oya,CM,4.2333,13.45,73.33,33,14,1.14,few clouds
693,Tortoli,IT,38.685,16.5499,48.15,73,0,13.04,clear sky
694,Palu,ID,-3.8004,102.2655,75.9,90,99,4.27,overcast clouds
695,Lolua,RO,46.4333,26.4,27.52,89,93,6.11,overcast clouds
696,Hede,CN,38.9342,100.4517,22.21,36,70,9.1,broken clouds
697,Tecoanapa,MX,22.8909,-109.9124,78.62,44,20,3.0,few clouds
698,General Roca,AR,-51.6226,-69.2181,62.65,55,75,20.71,broken clouds
699,Ternate,ID,-3.8004,102.2655,75.9,90,99,4.27,overcast clouds
700,Barranca De Upia,CO,8.4234,-76.786,89.71,69,67,8.39,broken clouds
701,Chiredzi,ZW,-22.2167,30.0,82.76,46,3,8.52,clear sky
702,Mogadishu,SO,9.4942,50.8122,75.47,72,27,18.7,scattered clouds
703,Mucurapo,TT,10.6667,-61.5333,86.05,73,43,13.0,scattered clouds
704,Aswan,EG,26.7292,33.9365,64.89,50,3,6.02,clear sky
705,Sakakah,SA,31.6725,38.6637,48.45,49,0,20.71,clear sky
706,Hollins,US,57.0531,-135.33,37.29,93,75,4.61,mist
707,Parrita,CR,9.5201,-84.3225,97.25,62,1,7.43,clear sky
708,Ozgon,KG,42.7276,78.3648,18.41,78,100,4.7,overcast clouds
709,Walvis Bay,NA,-26.6481,15.1594,67.73,80,61,0.83,broken clouds
710,Chapayeve,UA,49.3662,35.8749,30.02,100,100,3.56,snow
711,Saint-Leu,RE,-21.3585,55.7679,80.19,93,100,31.65,moderate rain
712,Champerico,GT,14.3,-91.9167,91.94,59,0,11.77,clear sky
713,Gizo,PT,40.1629,-8.3327,52.05,69,91,0.27,overcast clouds
714,Ouadda,CF,3.8678,17.9892,76.03,22,79,2.51,broken clouds
715,Scarborough,TT,10.6667,-61.5333,86.05,73,43,13.0,scattered clouds
716,Marrakesh,MA,32.2994,-9.2372,63.32,58,100,9.78,overcast clouds
717,Digha,IN,17.1667,75.9667,76.33,28,6,8.08,clear sky
718,Requena,ES,28.6585,-17.9182,65.12,61,0,8.01,clear sky
719,Bom Jesus,BR,-8.2578,-49.2647,85.3,67,16,5.64,moderate rain
720,Banepa,NP,28.2333,83.9833,52.29,72,96,2.21,overcast clouds
721,Lerwick,GB,50.9188,-1.4904,50.07,79,75,1.99,broken clouds
722,Cockburn Town,BS,26.5412,-77.0636,72.3,56,16,18.84,few clouds
723,Pachino,IT,38.685,16.5499,48.15,73,0,13.04,clear sky
724,Muisne,EC,-0.7393,-90.3518,84.16,88,45,8.01,scattered clouds
725,Bokhan,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
726,Charters Towers,AU,-42.7826,147.0587,53.74,72,55,1.01,broken clouds
727,San Pedro De Macoris,DO,18.55,-70.5,79.16,64,24,5.19,few clouds
728,Hovd,MN,48.8125,103.5347,-6.02,86,9,4.45,clear sky
729,Shakiso,ET,7.1333,40.7,63.23,27,99,6.62,overcast clouds
730,Kesinga,IN,17.1667,75.9667,76.33,28,6,8.08,clear sky
731,Roma,AU,-42.7826,147.0587,53.74,72,55,1.01,broken clouds
732,Kailua,US,57.0531,-135.33,37.29,93,75,4.61,mist
733,Los Angeles,CL,-53.15,-70.9167,51.82,87,75,10.36,light rain
734,Serebryansk,KZ,50.4111,80.2275,-6.79,92,10,1.45,clear sky
735,Kununurra,AU,-42.7826,147.0587,53.74,72,55,1.01,broken clouds
736,Ratnagiri,IN,17.1667,75.9667,76.33,28,6,8.08,clear sky
737,Husavik,IS,63.4427,-20.2734,29.39,93,100,20.71,overcast clouds
738,Buraydah,SA,31.6725,38.6637,48.45,49,0,20.71,clear sky
739,Bridlington,GB,50.9188,-1.4904,50.07,79,75,1.99,broken clouds
740,Doha,QA,25.2867,51.5333,62.58,67,0,10.36,clear sky
741,Taksimo,RU,71.6872,128.8694,-5.08,99,100,6.42,overcast clouds
